Product_name,rating,review_title,review_discription
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",1.0,Still could hear background noise,Pathetic one word is good and not worth your money
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",1.0,WASTE OF MONEY - Worst product,"This product is too small for normal ears.Not happy with Amazon's service, as refund was denied. I had to keep the product worth of 4k rupee which is of no use for me.Amazon customer service was also very pathetic and hence, do not buy this product from Amazon."
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",1.0,Mic was very loose,Received a faulty piece where the mic of the headset was very loose
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",1.0,worst noice cancellation,i recommend not to buy this. The mic of this headphones is not as expected
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",1.0,Not good,None of the dogs liked it. Had to throw it away.
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",5.0,My dog used to have like a meal,My dog usually have it like a meal.I ordered it for treat purpose
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",5.0,Meat up dog biscuits,My fussy dog loves them and that is great
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",4.0,🤓,Good thing
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",5.0,High quality food nice go for it !!,"My golden retriever furry baby loves the biscuit and I used to regularly purchase meet up biscuit it is awesome and overall you can blind you go for it so there is no allergic or any kind of symptoms you would get, you can blindly go for it it's a good treat for your furry baby"
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",1.0,Not good for gut,"The stomach gets upset, not good for gut"
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",5.0,Taste seems good!,The taste seems to be good my pet liked it.
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",4.0,Product and price,Product is good and also reasonable price ..
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",5.0,Good,My dog loves it
"Meat Up Dog Treats Biscuit Real Chicken Flavour, All Life Stages, 1Kg ,Total 2 Kg Pack",4.0,Tasty,My dog like it
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0,Nice,Great..
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",4.0,Received as stated.,Ok.
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",4.0,My dog eats it.,"I am not very sure about the quality of food as the 1st ingredient in the list is cereals, which means it the most of the food, about which I am not too happy.But more important for me is that my dog eats this food in combination of other foods and it keeps her full."
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0,Great for dog 🐕,My dog loves this pedigree and it has helped my dog with good body and hair growth. Help in fulfilling the essential nutrients requirements. Doesn’t effects the digestion of the dog. Value for money product.
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0,good,"I can’t personally vouch for the taste, since I didn’t try it myself! But my dog seems to enjoy it, and his bowl is always empty after mealtime. It looks like it does the job, but for a more accurate review, you'd have to ask my pup!"
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0,Product,Worth purchase!
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",3.0,Okay,Street dogs dont like it much.
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0,Goood,Goood
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",1.0,Expired product,After opening found the Product infected with fungus.
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",1.0,Worms In Dog Food DO NO ORDER,I had recieved the bag intact but the transperant plastic bag inside had a few holes upon inspection i found that there were soo many worms in the dog food. We had to throw the whole 20Kg pack DO NOT ORDER
Harry Potter and the Philosopher's Stone,5.0,Harry Potter and the philosophers Stone,"The media could not be loaded.
                



I like this story telling  and wonderful book."
Harry Potter and the Philosopher's Stone,5.0,Loved it !,This book has become my favourite from today. I loved it. I've delved into the world of magic. And I really appreciate JK Rowling for writing this amazing book.
Harry Potter and the Philosopher's Stone,5.0,Authentic,Colors ok ok .Print quality ok ok . Contant good
Harry Potter and the Philosopher's Stone,5.0,Amazing,A must read book
Harry Potter and the Philosopher's Stone,5.0,Enjoyable😘,"The media could not be loaded.
                



I like this book story and also the quality ☺️"
Harry Potter and the Philosopher's Stone,5.0,My first Fantasy series,The language is beautiful and the imagination is wonderful. Reading this book was interesting despite the fact that I've seen the movie.
Harry Potter and the Philosopher's Stone,5.0,Good Quality Paper,I don't need to say about the book content. amazon took 3 to 4 days from delivery but quality of this books is very good and well delivered.
Harry Potter and the Philosopher's Stone,5.0,A must-read for all the folks who have overcharged imagination,"Watched all the movies. But oh my, reading is another level. Soon gonna finish the whole series. What a great book."
Harry Potter and the Philosopher's Stone,1.0,I have got a fake book of harry potter,"The media could not be loaded.
                



As a fan of harry potter, it feels too sad to get a fake copy of the book."
Harry Potter and the Philosopher's Stone,4.0,Great but difficult at times.,"This Book is really nicely written. The characters, the plot and the writing are just great. However, I do have some issues with the writing. The Vocabulary at times becomes extremely Overwhelming and the Dialogues said By Hagrid in Old English are kinda difficult to catch up to.Overall, a nice read with a few normal problems.8/10"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Me K chandra,Cheap quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Colour fades easily,The color fades within 2 washes.Fabric quality is good but the colour is not good.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Nice .,"Biught it for my husband ,he liked it."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Color fades in a single wash,Color faded away in a single wash. Worst product.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,"Very poor quality, avoid",Color not as pictured and poor fabric quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0,Full polestar no cotton,You can were this product for max 2 hour after that it start smelling .
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Transparent,It's quite thin material and does not have a premium feel. Ok for wearing in home.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Good,Worth to buy
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Nice Cloth,Nice Fabric
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Don't buy. Very Cheap quality,After 2 washes only it will have lints all over and you cannot wear the tshirt amymore after that which means that the fabric quality is of the worst grade. Not buying any apparel from Amazon Symbol brand. Please don't waste your money ..you will much better quality polo tees from local stores at  the same price
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Good,Good  quality product  👍
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Very bad,Third class hai
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Size and fabric.,Size is not perfect according to its given size and its mixed fabric.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,average product for this price range,"Quality and finish is poor, but considering the price range its justifiable. Dont expect the quality of a 600rs Allen Solly t-shirt from a 350rs Symbol tshirt.Material is thin on comparison and can expect it to go out of shape after a wash, personally I dont think its worth the money, spent 250 more for a good quality t-shirt.I returned mine and ordered from Allen Solly for 549rs under offer, they sell good quality products around 600-700rs range, other good brands seems to charge more."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Ok ok quality,Ok ok quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,"Good product, colour , cloth and fitting",God product overall
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Color is not exact,Color looks very punchy in image whereas in original the color is more maroonish rather than bloody red.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Simply awesome,"Looking amazing and after wearing, I felt comfort and free. Nice product."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,As per my expectations,Very good quality.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0,Bad quality 😠,Bad quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Nice,Value for money
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Wonderful,"Just excellent,  i ordered 4 for my husband and he is really happy with them, ty for the fine product , if they are in 5xl i will order for myself now 😀 they cool and pretty colors"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Ok,Quality is ok but loose fit
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,A good buy,"Good quality fabric and a very good fit. Color, as seen in the picture which is seldom the case."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Bad quality and fitting,Worst product after single hand wash its faded and loose
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Excellent,"I'd like to first say a big thanks to Amazon, at the price point really affordable and good quality. I still don't know why people waste time in a store named Sudio (iykyk)"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Pick up problem,"I gave this product to the Amazon delivery boy because its size was small, but here it is not showing me that the Amazon has picked up my product."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Good,Good
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Very good,"Good, , fabric also good product also good"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Not good quality at all,Very bad quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Nice,Value for money...good product in dis range
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Cheap quality,The color of t shirt faded just in 3 months. Highly disappointed
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Excellent,Comfort and good quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Perfect fiting to Large size,Really love the stuff and specially fiting to my large size body. Good for men who wants to wear a slim fit polo tshirt. I use to wear on trouser for my professional visits and it's suits me perfectly.. Going to order one more .
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Perfect for money,This product look like great and good color and weight less and no more transparency look and good comfort on body
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,"Cheap, dirty and used product received.",I have received product whichbis tone and with dirtu stains. Highly disapointing. Cheap product.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Average quality,Quality is average and fitting is ok but colour is not up to mark.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,You can always trust symbol,Ha e used multiple symbol tshirts in the past and this is truly a VFM brand
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Good product,Received product same as shown in the pic. Very soft material. Good for daily use. Worth it.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Misleading color poor fabric quality,Color is misleading. Actual color different. Fabric is cheap quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Poor quality,Poor quality tshirt
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Good Quality But has patches of a liquid (i don't know it),But that is not removeable  plz fix this problem
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,"Cheap , thin clothe, unbreathable",Size is small than standard. Its thin and cheap and unbreathable clothe which is like hell to wear in rainy season high humidity.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Super cool,Super cool 😎
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Amazing,Value for money product good for daily use fabric quality is nice colour and appearance is amazing
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,not,not
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Good,Good
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Average!,Average!
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Decent product,"Decent product, pls go for higher size if in doubt"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,It was returned product which delivered unfolded to me,"T shirt quality is ok, but product seems like used by someone and returned back to amazon, amazom team has not even folded and pressed it before reselling it. Very poor amazon brand management even product quality is good."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Good product,right fit nice feel
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Best as per the cost,The T-shirt is perfect for daily use & very comfortable
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,"The colour washed off, but it's otherwise good.","I'll buy again, but lighter colours."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Cheap comfort,"Choice,original,comfort in wearing"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0,Getting worse by the time,"I had purchased this tshirt first in 2021. It was perfect back then. The cloth, fitting, colour retention and feel. All perfect.Later I purchased one more in 2023. That time the cloth felt downgraded in quality, but still acceptable for the price.But the July 2024 product is just useless. The cloth is filmsy than ever. At appearance looks cheap.Maybe as the sale grew they decided to save money in quality.HIGHLY NOT RECEIVED RECOMMENDED NOW!"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Fur comes in just one wash.,very cheap quality product fur  come out out in just one wash..I had never about such a bad quality product in my life.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Color faded away gradually after every wash.,"The T-shirt is good, quality of the cloth is good, but the color faded away after each wash. That's disappointing"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Perfect outfit in perfect price,It's very good in clothwise and colorwise also.no colour faded and cloth quality is also superb.this is my second purchase.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Damaged product,Not good and also the quality is too bad.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Colour fade,Colors fade
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Poor quality,Got a hole in the shirt after just one wash
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Very good color and fabric,Nice fitting
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Quality,Amzing qulity
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Quality is very low & the has been torn,I am very disappointed that I noticed it lately to torn on the cloth. It wasted my time and money. I never recommend this brand which provide at affordable rate. Also cloth quality is not good.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Shrinkable cloth,Cloth is shrikable length says in product description 31 after wash its 28. Symbol products are always cheap in quality. Stopped buying any symbol products.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,good,Daly use ok ok
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Tshirts,Value for money
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Very very bed quality,"The media could not be loaded.
                



Very very bed experienceOne time washing colour farlt"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Compromised QUALITY ! Which clearly defines the price !,"Disclaimer: different products of this same brand have diff cloth quality , for eg : prev bought this maroon one was mildy satisfied with quality and then bought the same t shirt but a  DARK GREEN one but it was already COLOUR-FADED and a little BETTER QUALITY FROM THE MAROON ONE !!"
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Denaied Returning/Exchange,T-Shirt quality was not good and denaied Returning/Exchange.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Value for money,Liked the product
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Outstanding Product By Fitting & Fabric,Best Febric Quality....Best Overal Fitting...100% Satisfaction.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,perfect fit and quality is also good,I liked the quality and the t shirt is perfect fit
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Don't like,Don't like this products colour fade in 1-2 wash and also looking too dull
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Short in height,Wrt size height is too lowNeed replacement but cut the lables
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Good quality product,The  product is good quality and value for money
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Colour is not same .showing second hand material.,I am not happy with this orders.#without packing#not Amazon packing# colour is very different not same.#very poor quality.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Decent,"Perfect fit, I'm 5ft 9inch, I choose ""L"" as my size...Good comfort, couple of times washed, Not seen any colour fading...Overall it looks Decent not great...Perfect for daily wearing && not suitable for office/work place..."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Quality is poor,Fabric isnt good and the colour is not good. Not recommended and not worth buying.
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0,Ok,Okok
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Duly white and length is short,"Bought all sizes L, XL , 2XL.All have length issue.The tshirt is short by atleast 6 inches. Ends up looking like. Girl crop top."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Useful,Nice product
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0,Review,"Good cloth. But, another online seller, given the same product with lesser price."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0,Color and stuff,"The tshirt is reasonably good at this prize. The color might fed , so before you wash , better to soak in salt water overnight. Do not keep it in sunlight to dry and avoid hot iron. The quality is not premium but, you will enjoy wearing it. Overall happy with the product."
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,8,Achha quality nhi kharb h
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Nice,Good
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Poor Quality,Low grade fabric
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0,Difference is colour,As shown in picture it is dark green but I received it very light green.  Huge difference in colour. Bad experience this time.About Quality it looks very dull.I will suggest not to purchase it due to colour difference and low quality
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0,Good,Good
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),1.0,Bad quality,Colour was changed In fastly
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Best quality,It's good
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),4.0,Great Product,"Allen Solly Polo T Shirt is one of the best T shirt to wear, Fabric is also good.I Satisfy on My Purchase."
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),4.0,Good tshirt size bought L,Good tshirt size bought L
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),4.0,Product quality is not good,product quality is poor. Material quality is poor but colour is good
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Nice,Nice color and good quality
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Very nice,Very nice
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),4.0,Not Cotton fabric,"T-shirts is good, but it's not for summer session"
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Best in this price,I got this tshirt for 500 and it's fabric is super soft from inside and it's super confortable
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),4.0,Genuine Product of Good Quality but the Cloth can be more Thicker,"The Product seems to be genuine and is of good quality. But the cloth needs to be a bit thicker. The cloth quality is 3.5/5 which is not something that is expected from a brand like Allen Solly. Overall, 4 star purchase."
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),1.0,Not good,Not genuine product
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),1.0,Quality,Quality i want a replacement for this tshirt
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Value for mobey,Best quality
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Product is perfect,The product has good quality fabric. Easy to wash and does not fade away. Size was also perfect as mentioned.
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Value for money,Genuine products
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),5.0,Worth It,The quality of the product is top-notch. The fabric is soft and comfortable.
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),1.0,Duplicate Allen Solly,"Size is too fit. Chest is too tight, length is too big, You can clearly see by comparing if you have any other Allen Solly offline t-shirt."
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),1.0,Poor quality,Extremely poor quality. It's poor copy of original
Allen Solly Men Jet Black Regular Fit Polo(AMKP317G04249_Jet Black_XL),3.0,Quality is good,Good Quality
